id,text,label,label_name,language,source,group
217,"Since the notice came, I feel uneasy, but I'm still going to work.",1,MODERATE,english,templated,tpl_english_1_7
457,"Because of the delay, it's been hard to focus, but my routine is mostly okay.",1,MODERATE,english,templated,tpl_english_1_3
408,Panic attack jaise hote hain aur kisi ka saamna nahi kar sakta.,2,HIGH,hinglish,templated,tpl_hinglish_2_4
268,I can't eat or sleep and I don't know what to do.,2,HIGH,english,templated,tpl_english_2_5
61,Kahin safe nahi lagta.,2,HIGH,hinglish,templated,tpl_hinglish_2_7
156,I've been feeling low since the last hearing was postponed.,1,MODERATE,english,handwritten,hw_english_1_18
422,"I was nervous last month, but now I feel much better.",0,LOW,english,handwritten,hw_english_0_13
114,I can't sleep at all and I don't know what to do.,2,HIGH,english,templated,tpl_english_2_0
35,"Last court visit ke baad, nervous lag raha hai, par sambhal raha hoon.",1,MODERATE,hinglish,templated,tpl_hinglish_1_1
237,Sab hopeless lagta hai.,2,HIGH,hinglish,templated,tpl_hinglish_2_3
334,I have no complaints about how the case is going.,0,LOW,english,handwritten,hw_english_0_41
257,"I'm managing, but the stress is getting to me some days.",1,MODERATE,english,handwritten,hw_english_1_7
473,I'm not stressed about the case right now.,0,LOW,english,handwritten,hw_english_0_20
341,"Kaam pe rona aa gaya, ghar aana pada.",2,HIGH,hinglish,handwritten,hw_hinglish_2_21
418,I have started sleeping properly again.,0,LOW,english,handwritten,hw_english_0_52
79,Pichli baat ke baad se routine pehle jaisa hi hai.,0,LOW,hinglish,templated,tpl_hinglish_0_7
395,"Please meri madad karo, ab kuch samajh nahi aa raha.",2,HIGH,hinglish,handwritten,hw_hinglish_2_34
255,I can't stop crying.,2,HIGH,english,templated,tpl_english_2_2
269,I'm somewhat stressed but I'm still able to manage my routine.,1,MODERATE,english,handwritten,hw_english_1_35
329,I was able to concentrate on my work all week.,0,LOW,english,handwritten,hw_english_0_51
258,"Date paas aa rahi hai toh, tension rehti hai, par kaam pe jaa raha hoon.",1,MODERATE,hinglish,templated,tpl_hinglish_1_4
192,Update from my side: work and home are both okay.,0,LOW,english,templated,tpl_english_0_2
464,The delay is frustrating and it's starting to bother me.,1,MODERATE,english,handwritten,hw_english_1_9
243,Notice aane ke baad se neend thodi kam ho gayi hai.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_2
277,Is hafte case ko lekar main shaant hoon.,0,LOW,hinglish,templated,tpl_hinglish_0_5
73,I can't stop shaking and my chest hurts from the anxiety.,2,HIGH,english,handwritten,hw_english_2_28
465,"Since the notice came, I'm a bit anxious, but my routine is mostly okay.",1,MODERATE,english,templated,tpl_english_1_6
441,"I can't work, I can't think, I can't do anything.",2,HIGH,english,handwritten,hw_english_2_7
364,"Notice aane ke baad se, nervous lag raha hai, par manage ho raha hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_1
451,"As of today, things are normal.",0,LOW,english,templated,tpl_english_0_0
197,"After the last court visit, I've been worried, though I can get through the day.",1,MODERATE,english,templated,tpl_english_1_0
7,Sochta hoon ki mere bina ghar walon ko behtar hoga.,2,HIGH,hinglish,handwritten,hw_hinglish_2_33
366,Bas next date confirm karni thi.,0,LOW,hinglish,handwritten,hw_hinglish_0_7
206,I feel like nobody can help me and I'm all alone.,2,HIGH,english,handwritten,hw_english_2_16
34,I can't sleep at all and I can't go to work.,2,HIGH,english,templated,tpl_english_2_0
477,"Since the last call, nothing has changed.",0,LOW,english,templated,tpl_english_0_4
31,"Is mahine, tension rehti hai, phir bhi din nikal jaata hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_4
259,I've been worried about what people in the village are saying.,1,MODERATE,english,handwritten,hw_english_1_32
121,Work is keeping me occupied and I feel alright.,0,LOW,english,handwritten,hw_english_0_17
244,"Things are fine at home, and work is going as usual.",0,LOW,english,handwritten,hw_english_0_2
170,I can't stop crying and I can't go to work.,2,HIGH,english,templated,tpl_english_2_2
218,Aaj tak case ko lekar main shaant hoon.,0,LOW,hinglish,templated,tpl_hinglish_0_5
108,I've been going to the fields every day like before.,0,LOW,english,handwritten,hw_english_0_22
382,I feel like I'm breaking down and nothing helps.,2,HIGH,english,templated,tpl_english_2_6
466,"Sab settle ho gaya hai, shanti hai.",0,LOW,hinglish,handwritten,hw_hinglish_0_32
280,"Before the hearing, I feel nervous, but I'm managing.",1,MODERATE,english,templated,tpl_english_1_1
37,"This week, nothing has changed.",0,LOW,english,templated,tpl_english_0_4
325,"Last court visit ke baad, mood low rehta hai, par sambhal raha hoon.",1,MODERATE,hinglish,templated,tpl_hinglish_1_5
235,Nothing has changed.,0,LOW,english,templated,tpl_english_0_4
371,Aaj tak routine pehle jaisa hi hai.,0,LOW,hinglish,templated,tpl_hinglish_0_7
390,"Koi meri madad nahi kar sakta, main bilkul akela hoon.",2,HIGH,hinglish,handwritten,hw_hinglish_2_16
93,Ghar se bahar nikalne mein bahut darr lagta hai.,2,HIGH,hinglish,handwritten,hw_hinglish_2_2
160,I get a headache when I think about the paperwork.,1,MODERATE,english,handwritten,hw_english_1_28
347,"Zyadatar theek hoon, par kuch din mushkil hote hain.",1,MODERATE,hinglish,handwritten,hw_hinglish_1_26
98,I feel trapped and completely helpless.,2,HIGH,english,handwritten,hw_english_2_48
429,Panic attack jaise hote hain aur lagta hai ab aur nahi.,2,HIGH,hinglish,templated,tpl_hinglish_2_4
104,Sab chhod dene ka man karta hai aur samajh nahi aata kya karun.,2,HIGH,hinglish,templated,tpl_hinglish_2_9
139,"I feel a bit scared about the next step, but I'll go.",1,MODERATE,english,handwritten,hw_english_1_26
479,I can't eat or sleep.,2,HIGH,english,templated,tpl_english_2_5
36,I'm tired of waiting and it's making me anxious.,1,MODERATE,english,handwritten,hw_english_1_27
33,"Hearing se pehle, focus karna mushkil hai, par manage ho raha hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_3
42,I feel completely hopeless about everything.,2,HIGH,english,handwritten,hw_english_2_5
228,Kaam pe regular jaa raha hoon.,0,LOW,hinglish,handwritten,hw_hinglish_0_26
270,"Since the last call, I'm sleeping and eating well.",0,LOW,english,templated,tpl_english_0_3
468,Aaj tak sab theek hai.,0,LOW,hinglish,templated,tpl_hinglish_0_0
212,"Aaj thana gaya tha, kaagaz jama ho gaye, koi dikkat nahi hui.",0,LOW,hinglish,handwritten,hw_hinglish_0_4
