id,text,label,label_name,language,source,group
287,"This month, I've been sleeping a little less, but my routine is mostly okay.",1,MODERATE,english,templated,tpl_english_1_2
288,Routine pehle jaisa hi hai.,0,LOW,hinglish,templated,tpl_hinglish_0_7
289,Rona band nahi hota.,2,HIGH,hinglish,templated,tpl_hinglish_2_2
290,"Before the hearing, I've been sleeping a little less, but my routine is mostly okay.",1,MODERATE,english,templated,tpl_english_1_2
291,I've been thinking that my family would be better off without me.,2,HIGH,english,handwritten,hw_english_2_53
292,"Because of the delay, I feel tense, but I'm coping.",1,MODERATE,english,templated,tpl_english_1_4
293,Darr hai ki gawahi dete waqt details bhool jaunga.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_19
294,"Some days I feel like giving up on the case, but then I carry on.",1,MODERATE,english,handwritten,hw_english_1_46
295,I keep having nightmares about the incident every night.,2,HIGH,english,handwritten,hw_english_2_17
296,Darr itna hai ki saans theek se nahi aati.,2,HIGH,hinglish,handwritten,hw_hinglish_2_23
297,"My whole body is tense, I can't eat or sleep or rest.",2,HIGH,english,handwritten,hw_english_2_52
298,My mind keeps drifting to the case during work.,1,MODERATE,english,handwritten,hw_english_1_25
299,"I'm okay most of the time, but some days are hard.",1,MODERATE,english,handwritten,hw_english_1_30
300,Pichli baat ke baad se neend aur khana dono theek hai.,0,LOW,hinglish,templated,tpl_hinglish_0_3
301,I'm at my breaking point and I have no one to turn to.,2,HIGH,english,handwritten,hw_english_2_44
302,"Date paas aa rahi hai toh, focus karna mushkil hai, par manage ho raha hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_3
303,Bas update de raha hoon: case ko lekar main shaant hoon.,0,LOW,hinglish,templated,tpl_hinglish_0_5
304,I think about the incident sometimes and it makes me sad.,1,MODERATE,english,handwritten,hw_english_1_37
305,"As of today, I'm doing fine.",0,LOW,english,templated,tpl_english_0_1
306,"Is mahine, neend thodi kam ho gayi hai, phir bhi din nikal jaata hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_2
307,"It's stressful, but I'm trying to stay positive.",1,MODERATE,english,handwritten,hw_english_1_17
308,"Before the hearing, I feel tense, but I'm still going to work.",1,MODERATE,english,templated,tpl_english_1_4
309,Pichli baat ke baad se sab theek hai.,0,LOW,hinglish,templated,tpl_hinglish_0_0
310,My sleep is disturbed a couple of nights a week.,1,MODERATE,english,handwritten,hw_english_1_43
311,"Hearing se pehle, nervous lag raha hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_1
312,I don't feel any pressure about the case at present.,0,LOW,english,handwritten,hw_english_0_44
313,I feel like giving up.,2,HIGH,english,templated,tpl_english_2_9
314,"Ghar wale saath hain, main theek hoon.",0,LOW,hinglish,handwritten,hw_hinglish_0_10
315,"As of today, I'm sleeping and eating well.",0,LOW,english,templated,tpl_english_0_3
316,"Sehat theek hai, mood bhi normal.",0,LOW,hinglish,handwritten,hw_hinglish_0_30
317,"Na kaam ho raha hai, na kuch sochne ki himmat.",2,HIGH,hinglish,handwritten,hw_hinglish_2_7
318,I'm having panic attacks almost every day.,2,HIGH,english,handwritten,hw_english_2_6
319,Court jaane ka kharcha sochke chinta hoti hai.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_14
320,The compensation form was submitted and I'm just waiting now.,0,LOW,english,handwritten,hw_english_0_12
321,I'm sleeping fine and going to work regularly.,0,LOW,english,handwritten,hw_english_0_35
322,I feel confident about giving my statement.,0,LOW,english,handwritten,hw_english_0_28
323,Paperwork ka sochke sar dard hone lagta hai.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_25
324,"The waiting makes me anxious, especially before each date.",1,MODERATE,english,handwritten,hw_english_1_52
325,"Last court visit ke baad, mood low rehta hai, par sambhal raha hoon.",1,MODERATE,hinglish,templated,tpl_hinglish_1_5
326,Sab chhod dene ka man karta hai aur lagta hai ab aur nahi.,2,HIGH,hinglish,templated,tpl_hinglish_2_9
327,My body hurts from the stress and I can't function.,2,HIGH,english,handwritten,hw_english_2_41
328,I'm worried about how the hearing will go.,1,MODERATE,english,handwritten,hw_english_1_5
329,I was able to concentrate on my work all week.,0,LOW,english,handwritten,hw_english_0_51
330,Sab kuch hopeless lag raha hai.,2,HIGH,hinglish,handwritten,hw_hinglish_2_5
331,"Is mahine, tension rehti hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_4
332,"This month, I feel tense, but I'm coping.",1,MODERATE,english,templated,tpl_english_1_4
333,"Court ki dates ki wajah se kaam chhoota, paison ki chinta hai.",1,MODERATE,hinglish,handwritten,hw_hinglish_1_33
334,I have no complaints about how the case is going.,0,LOW,english,handwritten,hw_english_0_41
335,"Since the notice came, I feel nervous, but my routine is mostly okay.",1,MODERATE,english,templated,tpl_english_1_1
336,Every day is worse than the last and I'm breaking down.,2,HIGH,english,handwritten,hw_english_2_26
337,Update from my side: I'm managing the case without any trouble.,0,LOW,english,templated,tpl_english_0_6
338,Lagta hai dimaag kharab ho jayega.,2,HIGH,hinglish,handwritten,hw_hinglish_2_19
339,"Notice aane ke baad se, thodi ghabrahat hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_6
340,I'm managing the case alongside my job and it's okay.,0,LOW,english,handwritten,hw_english_0_4
341,"Kaam pe rona aa gaya, ghar aana pada.",2,HIGH,hinglish,handwritten,hw_hinglish_2_21
342,I feel like giving up and I feel I can't go on.,2,HIGH,english,templated,tpl_english_2_9
343,I feel uneasy about seeing the other party in court.,1,MODERATE,english,handwritten,hw_english_1_10
344,I keep thinking something awful will happen at the hearing.,2,HIGH,english,handwritten,hw_english_2_46
345,I feel like giving up and I can't go to work.,2,HIGH,english,templated,tpl_english_2_9
346,"I can't stop the panic, it comes over me without warning.",2,HIGH,english,handwritten,hw_english_2_33
347,"Zyadatar theek hoon, par kuch din mushkil hote hain.",1,MODERATE,hinglish,handwritten,hw_hinglish_1_26
348,I get tense every time I have to go to the police station.,1,MODERATE,english,handwritten,hw_english_1_8
349,"Since the last call, things are normal.",0,LOW,english,templated,tpl_english_0_0
350,I'm crying all the time and I can't control it.,2,HIGH,english,handwritten,hw_english_2_35
351,"Neend theek aa rahi hai, khana bhi theek.",0,LOW,hinglish,handwritten,hw_hinglish_0_6
352,I understand the process may take time and I'm patient.,0,LOW,english,handwritten,hw_english_0_47
353,My mind is at ease after talking to the lawyer.,0,LOW,english,handwritten,hw_english_0_32
354,"Har waqt rona aata hai, control nahi hota.",2,HIGH,hinglish,handwritten,hw_hinglish_2_32
355,Is hafte main theek hoon.,0,LOW,hinglish,templated,tpl_hinglish_0_1
356,"I've stopped eating, I feel sick all the time.",2,HIGH,english,handwritten,hw_english_2_20
357,I don't feel safe anywhere and I feel I can't go on.,2,HIGH,english,templated,tpl_english_2_7
358,"Today was a good day, I met my friends in the evening.",0,LOW,english,handwritten,hw_english_0_27
359,"Notice aane ke baad se, mood low rehta hai, par sambhal raha hoon.",1,MODERATE,hinglish,templated,tpl_hinglish_1_5
360,"I can't concentrate on anything, my mind is in pieces.",2,HIGH,english,handwritten,hw_english_2_50
361,"Kahin bhi safe nahi lagta, ghar mein bhi nahi.",2,HIGH,hinglish,handwritten,hw_hinglish_2_25
362,Just checking in: my routine is the same as usual.,0,LOW,english,templated,tpl_english_0_7
363,Date postpone hone ke baad se mood low hai.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_17
364,"Notice aane ke baad se, nervous lag raha hai, par manage ho raha hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_1
365,I'm worried about money because I've missed work for court dates.,1,MODERATE,english,handwritten,hw_english_1_48
366,Bas next date confirm karni thi.,0,LOW,hinglish,handwritten,hw_hinglish_0_7
367,"I'm doing my work, but I feel distracted and tense.",1,MODERATE,english,handwritten,hw_english_1_45
368,I worry about my family's reaction to the hearing.,1,MODERATE,english,handwritten,hw_english_1_38
369,Sab hopeless lagta hai aur kisi ka saamna nahi kar sakta.,2,HIGH,hinglish,templated,tpl_hinglish_2_3
370,The counsellor called to check in and I told her I'm doing alright.,0,LOW,english,handwritten,hw_english_0_8
371,Aaj tak routine pehle jaisa hi hai.,0,LOW,hinglish,templated,tpl_hinglish_0_7
372,I'm having panic attacks and I can't go to work.,2,HIGH,english,templated,tpl_english_2_4
373,Case slow chal raha hai par mujhe koi jaldi nahi.,0,LOW,hinglish,handwritten,hw_hinglish_0_9
374,Update from my side: things are normal.,0,LOW,english,templated,tpl_english_0_0
375,"The case is moving slowly, which is expected, and I'm fine with it.",0,LOW,english,handwritten,hw_english_0_14
376,Bhookh thodi kam ho gayi hai aajkal.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_11
377,The weather has been nice and I've been keeping busy.,0,LOW,english,handwritten,hw_english_0_40
378,I can't sleep at all and I can't face anyone.,2,HIGH,english,templated,tpl_english_2_0
379,"Is mahine, focus karna mushkil hai, par routine theek hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_3
380,My hands tremble so badly I can't hold a cup.,2,HIGH,english,handwritten,hw_english_2_36
381,"Since the last call, I feel calm about the case.",0,LOW,english,templated,tpl_english_0_5
382,I feel like I'm breaking down and nothing helps.,2,HIGH,english,templated,tpl_english_2_6
383,Kaanpna band nahi hota aur bachon ka dhyan nahi rakh pa raha.,2,HIGH,hinglish,templated,tpl_hinglish_2_8
384,Pichli baat ke baad se case bina dikkat ke manage ho raha hai.,0,LOW,hinglish,templated,tpl_hinglish_0_6
385,"Ab aur nahi ho raha mujhse, main toot gaya hoon.",2,HIGH,hinglish,handwritten,hw_hinglish_2_1
386,I've lost all hope that things will ever get better.,2,HIGH,english,handwritten,hw_english_2_27
387,"I have no energy, no appetite, and no will to continue.",2,HIGH,english,handwritten,hw_english_2_32
388,I feel calm about the case.,0,LOW,english,templated,tpl_english_0_5
389,I can't stop crying and I don't know what to do.,2,HIGH,english,templated,tpl_english_2_2
390,"Koi meri madad nahi kar sakta, main bilkul akela hoon.",2,HIGH,hinglish,handwritten,hw_hinglish_2_16
391,Bilkul neend nahi aati aur samajh nahi aata kya karun.,2,HIGH,hinglish,templated,tpl_hinglish_2_0
392,I don't feel safe anywhere and I can't face anyone.,2,HIGH,english,templated,tpl_english_2_7
393,Just checking in: I feel calm about the case.,0,LOW,english,templated,tpl_english_0_5
394,"Before the hearing, I feel nervous, but I'm coping.",1,MODERATE,english,templated,tpl_english_1_1
395,"Please meri madad karo, ab kuch samajh nahi aa raha.",2,HIGH,hinglish,handwritten,hw_hinglish_2_34
396,I burst into tears at work and had to go home.,2,HIGH,english,handwritten,hw_english_2_21
397,Stress hai par positive rehne ki koshish kar raha hoon.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_16
398,My health is good and my mood is normal.,0,LOW,english,handwritten,hw_english_0_43
399,"I've isolated myself completely, I can't face people.",2,HIGH,english,handwritten,hw_english_2_37
400,"I wish this would all just end, I can't take it.",2,HIGH,english,handwritten,hw_english_2_10
401,Pichli baat ke baad se case ko lekar main shaant hoon.,0,LOW,hinglish,templated,tpl_hinglish_0_5
402,"Bilkul thak gaya hoon, ab kuch sambhal nahi raha.",2,HIGH,hinglish,handwritten,hw_hinglish_2_24
403,I'm worried about the cost of travelling to court again.,1,MODERATE,english,handwritten,hw_english_1_15
404,"The next step is the witness statement, and I'm prepared.",0,LOW,english,handwritten,hw_english_0_53
405,"Date paas aa rahi hai toh, neend thodi kam ho gayi hai, par routine theek hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_2
406,My lawyer explained the process and it makes sense to me.,0,LOW,english,handwritten,hw_english_0_1
407,I'm having panic attacks and I can't face anyone.,2,HIGH,english,templated,tpl_english_2_4
408,Panic attack jaise hote hain aur kisi ka saamna nahi kar sakta.,2,HIGH,hinglish,templated,tpl_hinglish_2_4
409,Life is going on as usual.,0,LOW,english,handwritten,hw_english_0_49
410,Abhi koi cheez pareshan nahi kar rahi.,0,LOW,hinglish,handwritten,hw_hinglish_0_25
411,"I don't feel safe anywhere, not even at home.",2,HIGH,english,handwritten,hw_english_2_25
412,Nothing is bothering me at the moment.,0,LOW,english,handwritten,hw_english_0_34
413,"Bed se uthne ki bhi himmat nahi hoti, itna bojh hai.",2,HIGH,hinglish,handwritten,hw_hinglish_2_28
414,"Because of the delay, I feel nervous, but I'm coping.",1,MODERATE,english,templated,tpl_english_1_1
415,I'm a little anxious about giving my statement next week.,1,MODERATE,english,handwritten,hw_english_1_1
416,Bas update de raha hoon: kuch badla nahi hai.,0,LOW,hinglish,templated,tpl_hinglish_0_4
417,Kahin safe nahi lagta aur lagta hai ab aur nahi.,2,HIGH,hinglish,templated,tpl_hinglish_2_7
418,I have started sleeping properly again.,0,LOW,english,handwritten,hw_english_0_52
419,"With the date coming up, I've been worried, though I can get through the day.",1,MODERATE,english,templated,tpl_english_1_0
420,Lagta hai doob raha hoon aur koi bachane nahi aayega.,2,HIGH,hinglish,handwritten,hw_hinglish_2_29
421,Roz panic attack jaisa ho raha hai.,2,HIGH,hinglish,handwritten,hw_hinglish_2_6
422,"I was nervous last month, but now I feel much better.",0,LOW,english,handwritten,hw_english_0_13
423,Kuch badla nahi hai.,0,LOW,hinglish,templated,tpl_hinglish_0_4
424,"Lawyer aur counsellor ka support hai, theek lag raha hai.",0,LOW,hinglish,handwritten,hw_hinglish_0_33
425,"Last court visit ke baad, bechaini rehti hai, phir bhi din nikal jaata hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_7
426,"As of today, work and home are both okay.",0,LOW,english,templated,tpl_english_0_2
427,Har court visit ke baad thak jaata hoon.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_21
428,Is hafte neend aur khana dono theek hai.,0,LOW,hinglish,templated,tpl_hinglish_0_3
429,Panic attack jaise hote hain aur lagta hai ab aur nahi.,2,HIGH,hinglish,templated,tpl_hinglish_2_4
430,The uncertainty is getting on my nerves.,1,MODERATE,english,handwritten,hw_english_1_44
431,Sab theek hai.,0,LOW,hinglish,templated,tpl_hinglish_0_0
432,Lagta hai toot raha hoon aur kuch kaam nahi aa raha.,2,HIGH,hinglish,templated,tpl_hinglish_2_6
433,Main theek hoon.,0,LOW,hinglish,templated,tpl_hinglish_0_1
434,Lagta hai zindagi bikhar rahi hai.,2,HIGH,hinglish,handwritten,hw_hinglish_2_8
435,Everything is alright at my end.,0,LOW,english,handwritten,hw_english_0_54
436,"Before the hearing, I feel uneasy, but I'm still going to work.",1,MODERATE,english,templated,tpl_english_1_7
437,I'm not afraid of attending court.,0,LOW,english,handwritten,hw_english_0_50
438,Case ke phone se pehle ghabrahat hoti hai.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_29
439,I'm so scared I've stopped sending my children to school.,2,HIGH,english,handwritten,hw_english_2_9
440,Sab hopeless lagta hai aur kuch kaam nahi aa raha.,2,HIGH,hinglish,templated,tpl_hinglish_2_3
441,"I can't work, I can't think, I can't do anything.",2,HIGH,english,handwritten,hw_english_2_7
442,"Wait karte karte thak gaya hoon, anxiety hoti hai.",1,MODERATE,hinglish,handwritten,hw_hinglish_1_24
443,"Kaam normal chal raha hai, ghar pe bhi sab theek.",0,LOW,hinglish,handwritten,hw_hinglish_0_3
444,I feel supported by the counsellor and the lawyer.,0,LOW,english,handwritten,hw_english_0_48
445,"Since the notice came, I've been feeling low.",1,MODERATE,english,templated,tpl_english_1_5
446,"Raat bhar neend nahi aati, kaanpta rehta hoon.",2,HIGH,hinglish,handwritten,hw_hinglish_2_0
447,Roz raat incident ke bure sapne aate hain.,2,HIGH,hinglish,handwritten,hw_hinglish_2_17
448,I have a copy of the FIR and all my receipts in one folder.,0,LOW,english,handwritten,hw_english_0_21
449,Is hafte case bina dikkat ke manage ho raha hai.,0,LOW,hinglish,templated,tpl_hinglish_0_6
450,Hearing ka sochke pet mein ajeeb sa lagta hai.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_15
451,"As of today, things are normal.",0,LOW,english,templated,tpl_english_0_0
452,I can't stop shaking.,2,HIGH,english,templated,tpl_english_2_8
453,Everything feels dark and I don't see a way out.,2,HIGH,english,handwritten,hw_english_2_11
454,"Hearing se pehle, nervous lag raha hai, par routine theek hai.",1,MODERATE,hinglish,templated,tpl_hinglish_1_1
455,"Since the last call, I'm doing fine.",0,LOW,english,templated,tpl_english_0_1
456,I can't stop shaking and I can't face anyone.,2,HIGH,english,templated,tpl_english_2_8
457,"Because of the delay, it's been hard to focus, but my routine is mostly okay.",1,MODERATE,english,templated,tpl_english_1_3
458,"Khud ko bekaar samajhta hoon, kisi se milna nahi chahta.",2,HIGH,hinglish,handwritten,hw_hinglish_2_22
459,Aaj tak kaam aur ghar dono theek hain.,0,LOW,hinglish,templated,tpl_hinglish_0_2
460,Lawyer ka phone aata hai toh nervous ho jaata hoon.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_4
461,I've started avoiding conversations about the case because they stress me out.,1,MODERATE,english,handwritten,hw_english_1_40
462,Is hafte kaam pe dhyan lagana mushkil raha.,1,MODERATE,hinglish,handwritten,hw_hinglish_1_6
463,"This month, it's been hard to focus.",1,MODERATE,english,templated,tpl_english_1_3
464,The delay is frustrating and it's starting to bother me.,1,MODERATE,english,handwritten,hw_english_1_9
465,"Since the notice came, I'm a bit anxious, but my routine is mostly okay.",1,MODERATE,english,templated,tpl_english_1_6
466,"Sab settle ho gaya hai, shanti hai.",0,LOW,hinglish,handwritten,hw_hinglish_0_32
467,Bilkul neend nahi aati.,2,HIGH,hinglish,templated,tpl_hinglish_2_0
468,Aaj tak sab theek hai.,0,LOW,hinglish,templated,tpl_hinglish_0_0
469,"I feel like giving up on everything, including myself.",2,HIGH,english,handwritten,hw_english_2_34
470,Sab hopeless lagta hai aur bachon ka dhyan nahi rakh pa raha.,2,HIGH,hinglish,templated,tpl_hinglish_2_3
471,I feel uncertain and it's difficult to plan anything.,1,MODERATE,english,handwritten,hw_english_1_31
472,Har waqt darr lagta hai aur kuch kaam nahi aa raha.,2,HIGH,hinglish,templated,tpl_hinglish_2_1
473,I'm not stressed about the case right now.,0,LOW,english,handwritten,hw_english_0_20
474,I feel like my life is falling apart.,2,HIGH,english,handwritten,hw_english_2_8
475,"Officer ne achhe se samjhaya, koi issue nahi.",0,LOW,hinglish,handwritten,hw_hinglish_0_16
476,I feel a knot in my stomach when I think about the hearing.,1,MODERATE,english,handwritten,hw_english_1_16
477,"Since the last call, nothing has changed.",0,LOW,english,templated,tpl_english_0_4
478,"This month, I'm a bit anxious, though I can get through the day.",1,MODERATE,english,templated,tpl_english_1_6
479,I can't eat or sleep.,2,HIGH,english,templated,tpl_english_2_5
480,"I'm coping, but I'd feel better if the case moved faster.",1,MODERATE,english,handwritten,hw_english_1_12
