text,label,category,language,source
Complaint wapas le lo.,1,case_withdrawal,hinglish,synthetic
They said my family might face trouble if I testified.,1,targeted_threat,english,synthetic_v6
They warned me not to jeopardize my livelihood by speaking up.,1,financial_coercion,english,synthetic
They warned me that my relatives could face consequences.,1,family_threat,english,synthetic
Court mein bola toh consequences honge.,1,targeted_threat,hinglish,synthetic_v6
They told me to stay out of the case as a witness.,1,witness_intimidation,english,synthetic
He told me that continuing the complaint would create trouble for my parents.,1,family_threat,english,synthetic
Apni complaint wapas le lo warna problem hogi.,1,case_withdrawal,hinglish,synthetic
I was told that I should not cooperate with investigators.,1,witness_intimidation,english,synthetic
Police ko kuch mat bolna.,1,forced_silence,hinglish,synthetic
Agar case continue kiya toh tumhe regret hoga.,1,hinglish_threat,hinglish,synthetic_v6
Unhone clear bola ki police ke paas nahi jaana hai.,1,hinglish_indirect,hinglish,synthetic_v6
I have received no threats about the case.,0,negation,english,synthetic_v6
The uncertainty is making me anxious.,0,fear,english,synthetic
I have not been threatened by anyone.,0,negation,english,synthetic_v6
I feel angry whenever I think about what happened.,0,anger,english,synthetic
I was asked to wait before making a decision.,0,ambiguous_non_threat,english,synthetic_v6
Matter ko aage le gaye toh consequences honge.,1,targeted_threat,hinglish,synthetic_v6
Case mein cooperate kiya toh salary band ho jayegi.,1,financial_coercion,hinglish,synthetic
Puri situation handle karna mushkil lag raha hai.,0,hopelessness,hinglish,synthetic
I am frustrated with the lack of response.,0,anger,english,synthetic
Case ki wajah se daily life affect ho rahi hai.,0,general_distress,hinglish,synthetic
The case is making me very anxious.,0,fear,english,synthetic
Case ki wajah se main bahut nervous hoon.,0,hinglish_fear,hinglish,synthetic_v6
Mujhe situation par bahut gussa aa raha hai.,0,anger,hinglish,synthetic
Court mein kuch bola toh consequences honge.,1,hinglish_threat,hinglish,synthetic_v6
No threatening message was sent to me.,0,negation,english,synthetic_v6
They told me my family would suffer if I continued the case.,1,family_threat,english,synthetic
Mujhe lag raha hai main sab kuch manage nahi kar paunga.,0,hopelessness,hinglish,synthetic
Someone pressured me by threatening my income.,1,financial_coercion,english,synthetic
I am angry about the way I was treated.,0,anger,english,synthetic
Hearing ke baare mein soch kar nervous ho jata hoon.,0,fear,hinglish,synthetic
Case slow chalne ki wajah se irritate hoon.,0,anger,hinglish,synthetic
They said I should reconsider testifying.,1,witness_intimidation,english,synthetic
He said I would regret speaking to the authorities.,1,targeted_threat,english,synthetic_v6
He warned me that I would be sorry for taking the case further.,1,physical_threat,english,synthetic
They warned me to think carefully before going to the police.,1,physical_threat,english,synthetic
They told me my family would have problems if I cooperated.,1,family_threat,english,synthetic
He asked me to take back my statement.,1,case_withdrawal,english,synthetic
I was told to stay away from the courtroom.,1,witness_intimidation,english,synthetic
Nobody made any threat against me.,0,negation,english,synthetic_v6
He warned me to think about my parents before making a complaint.,1,family_threat,english,synthetic
Court mein sach mat bolna.,1,targeted_threat,hinglish,synthetic_v6
He warned me that continuing the complaint would not end well.,1,targeted_threat,english,synthetic_v6
Legal process bahut overwhelming hai.,0,legal_stress,hinglish,synthetic
Kisi ne mujhe dhamki nahi di.,0,hinglish_negation,hinglish,synthetic_v6
He made it clear that I should stop pursuing the complaint.,1,physical_threat,english,synthetic
I was pressured into withdrawing the complaint.,1,case_withdrawal,english,synthetic
Statement change kar do.,1,case_withdrawal,hinglish,synthetic
I heard about threats in the neighbourhood.,0,other_person_threat,english,synthetic_v6
Complaint continue karne par mujhe nuksan ho sakta hai.,1,physical_threat,hinglish,synthetic
There have been threats against other people involved in similar cases.,0,other_person_threat,english,synthetic_v6
They warned me that my family could suffer if I testified.,1,indirect_threat,english,synthetic_v6
They advised me not to get involved in the matter.,0,non_threat_advice,english,synthetic_v6
I feel irritated by how difficult the process has become.,0,anger,english,synthetic
I was warned not to talk about the complaint.,1,forced_silence,english,synthetic
Retaliation ka sochkar mujhe anxiety hoti hai.,0,hinglish_fear,hinglish,synthetic_v6
I feel emotionally exhausted.,0,sadness,english,synthetic
"Mujhe safety ko lekar concern hai, kisi ne mujhe directly threaten nahi kiya.",0,hard_negative,hinglish,synthetic
Mujhe situation bahut difficult lag rahi hai.,0,hopelessness,hinglish,synthetic
Statement diya toh employment ka issue ho jayega.,1,financial_coercion,hinglish,synthetic
I find the legal process emotionally exhausting.,0,legal_stress,english,synthetic
The situation has affected my daily routine.,0,general_distress,english,synthetic
I keep thinking about the situation when I should be working.,0,general_distress,english,synthetic
He suggested that I reconsider my decision unless I wanted problems.,1,indirect_threat,english,synthetic_v6
He told me that continuing the case would put me in danger.,1,physical_threat,english,synthetic
They told me to remain silent about what happened.,1,forced_silence,english,synthetic
Mujhe bahut lonely feel ho raha hai.,0,sadness,hinglish,synthetic
Nobody told me to stop cooperating with the investigation.,0,case_negation,english,synthetic_v6
I am extremely angry about what happened.,0,anger,english,synthetic
Case aage badhaya toh family safe nahi rahegi.,1,family_threat,hinglish,synthetic
They suggested that I avoid unnecessary conflict.,0,non_threat_advice,english,synthetic_v6
Police ko bataya toh mere parents ko trouble ho sakta hai.,1,family_threat,hinglish,synthetic
They made it clear that I would be in trouble if I continued.,1,physical_threat,english,synthetic
Case ke baare mein din bhar sochta rehta hoon.,0,general_distress,hinglish,synthetic
Nobody told me to withdraw the complaint.,0,case_negation,english,synthetic_v6
Aage ka koi clear way nahi dikh raha.,0,hopelessness,hinglish,synthetic
Nobody has warned me that I would be harmed.,0,negation,english,synthetic_v6
He told me not to speak about the incident unless I wanted problems.,1,physical_threat,english,synthetic
He made it clear that I should not appear in court.,1,targeted_threat,english,synthetic_v6
Everything has become emotionally difficult for me.,0,sadness,english,synthetic
No one has tried to intimidate me.,0,negation,english,synthetic_v6
Case chhodo warna bahut bura hoga.,1,hinglish_threat,hinglish,synthetic_v6
I feel drained by the situation.,0,sadness,english,synthetic
Complaint wapas lo warna dekh lena.,1,targeted_threat,english,synthetic_v6
Main kaafi upset feel kar raha hoon.,0,sadness,hinglish,synthetic
Someone tried to stop me from giving evidence.,1,witness_intimidation,english,synthetic
Police ko inform kiya toh tumhe nuksaan ho sakta hai.,1,targeted_threat,hinglish,synthetic_v6
They said my parents could be affected if I spoke to the police.,1,family_threat,english,synthetic
They told me I could lose my job if I reported this.,1,financial_coercion,english,synthetic
Agar gawahi di toh tumhare liye achha nahi hoga.,1,witness_intimidation,hinglish,synthetic
I am worried that I will make a mistake in court.,0,legal_stress,english,synthetic
I feel down whenever I think about what happened.,0,sadness,english,synthetic
"Mujhe retaliation ka fear hai, lekin mujhe koi threat nahi mila.",0,hard_negative,hinglish,synthetic
I have not received any threats.,0,negation,english,synthetic_v6
Case continue kiya toh earning affect hogi.,1,financial_coercion,hinglish,synthetic
I was told to keep the matter to myself.,1,forced_silence,english,synthetic
Keep your mouth shut about the incident.,1,targeted_threat,english,synthetic_v6
Statement wapas lena padega.,1,case_withdrawal,hinglish,synthetic
Case ko yahin khatam karo warna mushkil hogi.,1,targeted_threat,hinglish,synthetic_v6
He reminded me that he knew where my family lived.,1,family_threat,english,synthetic
Someone else involved in the case was threatened.,0,other_person_threat,english,synthetic_v6
I was advised to wait before continuing.,0,non_threat_advice,english,synthetic_v6
I have never dealt with a case before.,0,legal_stress,english,synthetic
I am having trouble understanding the paperwork.,0,legal_stress,english,synthetic
I am struggling emotionally.,0,sadness,english,synthetic
Someone told me to close the matter and stay quiet.,1,case_withdrawal,english,synthetic
They told me not to make the complaint any bigger.,1,physical_threat,english,synthetic
He told me not to tell the court what happened.,1,witness_intimidation,english,synthetic
Someone advised me to speak with a lawyer first.,0,ambiguous_non_threat,english,synthetic_v6
Agar safe rehna hai toh complaint withdraw kar do.,1,case_withdrawal,hinglish,synthetic
Unhone bola complaint wapas le lo warna dekh lena.,1,hinglish_indirect,hinglish,synthetic_v6
Threats ke baare mein sun kar mujhe anxiety ho rahi hai.,0,hard_negative,english,synthetic
"Nobody threatened me at first, but later they warned me to withdraw the case.",1,targeted_threat,english,synthetic_v6
I have not been able to sleep properly because I keep thinking about it.,0,general_distress,english,synthetic
Koi meri baat nahi sun raha isliye frustrated hoon.,0,anger,hinglish,synthetic
Someone suggested that I stay away from the dispute.,0,non_threat_advice,english,synthetic_v6
Complaint ka response nahi milne se frustration hai.,0,anger,hinglish,synthetic
Complaint withdraw nahi ki toh job se nikalwa denge.,1,financial_coercion,hinglish,synthetic
Someone told me the complaint should end here.,1,case_withdrawal,english,synthetic
I feel like nothing is getting better.,0,hopelessness,english,synthetic
They warned me before I was supposed to give my statement.,1,witness_intimidation,english,synthetic
Chup raho aur matter khatam karo.,1,hinglish_threat,hinglish,synthetic_v6
Paperwork handle karna difficult lag raha hai.,0,legal_stress,hinglish,synthetic
