text,label,category,language,source
They recommended that I speak to a lawyer first.,0,benign_advice,english,synthetic_v6
I feel emotionally tired after dealing with everything.,0,sadness_without_threat,english,synthetic
I can't stop crying and I can't go to work.,0,sadness_without_threat,english,distress_v3_negatives
I feel restless most evenings.,0,sadness_without_threat,english,distress_v3_negatives
"Is mahine, focus karna mushkil hai, par routine theek hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
He made it clear that I should stop pursuing the complaint.,1,direct_threat,english,synthetic
"Notice aane ke baad se, mood low rehta hai, par sambhal raha hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
Case slow chalne ki wajah se irritate hoon.,0,anger_without_threat,hinglish,synthetic
They warned me against cooperating with the investigation.,1,witness_intimidation,english,synthetic
They told me I could lose my job if I reported this.,1,financial_coercion,english,synthetic
Case band karo warna bahut bura hoga.,1,direct_threat,hinglish,synthetic_v6
Investigation mein cooperate mat karna.,1,witness_intimidation,hinglish,synthetic
They told me to withdraw the complaint before my family faced problems.,1,third_party_threat,english,synthetic
Mujhe hearing ka process confusing lag raha hai.,0,legal_stress_without_threat,hinglish,synthetic
Someone told me that my brother could be targeted.,1,third_party_threat,english,synthetic
"Delay ki wajah se, mood low rehta hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
"Date paas aa rahi hai toh, focus karna mushkil hai, par manage ho raha hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Lawyer ka phone aata hai toh nervous ho jaata hoon.,0,sadness_without_threat,hinglish,distress_v3_negatives
Police ko inform kiya toh tumhe nuksaan ho sakta hai.,1,direct_threat,hinglish,synthetic_v6
He said I should keep quiet if I wanted things to remain peaceful.,1,indirect_threat,english,synthetic_v6
Bilkul neend nahi aati aur kisi ka saamna nahi kar sakta.,0,sadness_without_threat,hinglish,distress_v3_negatives
Case ki wajah se focus karna mushkil ho raha hai.,0,sadness_without_threat,hinglish,synthetic
The possibility of retaliation makes me anxious.,0,fear_without_threat,english,synthetic_v6
Case ko aage mat badhao.,1,case_withdrawal_coercion,hinglish,synthetic
Someone pressured me by threatening my income.,1,financial_coercion,english,synthetic
I am nervous about continuing the case.,0,fear_without_threat,english,synthetic_v6
Kaanpna band nahi hota aur kuch kaam nahi aa raha.,0,sadness_without_threat,hinglish,distress_v3_negatives
Case continue kiya toh tumhari job ka problem ho jayega.,1,direct_threat,hinglish,synthetic_v6
"Kisi ne mujhe dhamki nahi di, bas mujhe darr lag raha hai.",0,fear_without_threat,hinglish,synthetic_v6
Lagta hai toot raha hoon aur lagta hai ab aur nahi.,0,sadness_without_threat,hinglish,distress_v3_negatives
Notice aane ke baad se neend thodi kam ho gayi hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
I keep worrying about the case throughout the day.,0,sadness_without_threat,english,synthetic
I feel angry because nobody is listening to me.,0,anger_without_threat,english,synthetic
Bahar gaadi ki awaaz aate hi dil zor se dhadakne lagta hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
"Gaon mein log kya bol rahe hain, uski chinta hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Case continue kiya toh job ka problem ho jayega.,1,indirect_threat,hinglish,synthetic_v6
I was warned that my family would not be left out of the situation.,1,third_party_threat,english,synthetic
"Is mahine, tension rehti hai, phir bhi din nikal jaata hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
He told me that cooperating with the police would be a mistake.,1,indirect_threat,english,synthetic_v6
He told me to stay quiet or there would be consequences.,1,indirect_threat,english,synthetic_v6
Agle step se thoda darr lagta hai par jaunga.,0,sadness_without_threat,hinglish,distress_v3_negatives
"The case is on my mind a lot, but I'm still going to work.",0,sadness_without_threat,english,distress_v3_negatives
They told me that my family would not be safe if I continued.,1,indirect_threat,english,synthetic_v6
Case aage badhaya toh tumhe regret hoga.,1,direct_threat,hinglish,synthetic_v6
"Because of the delay, I feel tense, but I'm coping.",0,sadness_without_threat,english,distress_v3_negatives
They said I should avoid unnecessary conflict.,0,ambiguous,english,synthetic_v6
Kisi ne mujhe harm karne ki baat nahi boli.,0,negation,hinglish,synthetic_v6
I've been worried about what people in the village are saying.,0,sadness_without_threat,english,distress_v3_negatives
Someone recommended that I think carefully before continuing.,0,benign_advice,english,synthetic_v6
Situation ki wajah se mentally tired hoon.,0,sadness_without_threat,hinglish,synthetic
They said I would not be safe if I gave my statement.,1,direct_threat,english,synthetic
"I feel like giving up on everything, including myself.",0,sadness_without_threat,english,distress_v3_negatives
The uncertainty is making me anxious.,0,fear_without_threat,english,synthetic
Court jaane ka kharcha sochke chinta hoti hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
Pichhle kuch din se bahut low feel ho raha hai.,0,sadness_without_threat,hinglish,synthetic
I am worried that I will make a mistake in court.,0,legal_stress_without_threat,english,synthetic
Case ko yahin khatam karo warna mushkil hogi.,1,direct_threat,hinglish,synthetic_v6
I have been finding it hard to feel normal again.,0,sadness_without_threat,english,synthetic
I feel like nobody can help me and I'm all alone.,0,sadness_without_threat,english,distress_v3_negatives
Everything feels too difficult at the moment.,0,sadness_without_threat,english,synthetic
I feel frightened by everything that has happened.,0,fear_without_threat,english,synthetic
I feel anxious but I know I have support.,0,sadness_without_threat,english,distress_v3_negatives
I heard about threats in the neighbourhood.,0,third_party_statement,english,synthetic_v6
I can't eat or sleep and I don't know what to do.,0,sadness_without_threat,english,distress_v3_negatives
Case continue kiya toh mujhe problem face karni padegi.,1,direct_threat,hinglish,synthetic
Puri situation se darr lag raha hai.,0,fear_without_threat,hinglish,synthetic
Ghar se bahar nikalne mein bahut darr lagta hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
I was told that things would become dangerous if I continued.,1,direct_threat,english,synthetic
"I'm exhausted, I can't cope with any of this anymore.",0,sadness_without_threat,english,distress_v3_negatives
"I can't sleep at all, I lie awake every night shaking.",0,sadness_without_threat,english,distress_v3_negatives
Date postpone hone ke baad se mood low hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
Teen raat se neend nahi aayi darr ke maare.,0,sadness_without_threat,hinglish,distress_v3_negatives
They warned me that my salary could be affected.,1,financial_coercion,english,synthetic
This experience has left me feeling very upset.,0,sadness_without_threat,english,synthetic
"Before the hearing, I feel tense, but I'm still going to work.",0,sadness_without_threat,english,distress_v3_negatives
"He initially gave advice, but later threatened me if I continued.",1,direct_threat,english,synthetic_v6
No one has contacted me about the case in a threatening way.,0,negation,english,synthetic_v6
Case chhodo warna bahut bura hoga.,1,direct_threat,hinglish,synthetic_v6
Jo hua woh kisi ko mat batana.,1,forced_silence,hinglish,synthetic
Statement diya toh main safe nahi rahunga.,1,direct_threat,hinglish,synthetic
Someone pressured me not to provide evidence.,1,witness_intimidation,english,synthetic
Har waqt darr lagta hai aur kaam pe nahi jaa pa raha.,0,sadness_without_threat,hinglish,distress_v3_negatives
They asked me to stop taking the case forward.,1,case_withdrawal_coercion,english,synthetic
He warned me against supporting the complaint.,1,witness_intimidation,english,synthetic
"I'm coping, but I'd feel better if the case moved faster.",0,sadness_without_threat,english,distress_v3_negatives
"Before the hearing, I feel nervous, but I'm managing.",0,sadness_without_threat,english,distress_v3_negatives
Main is situation mein lost feel kar raha hoon.,0,sadness_without_threat,hinglish,synthetic
They warned me against speaking to the authorities.,1,direct_threat,english,synthetic
I'm coping but I'd like to talk to the counsellor soon.,0,sadness_without_threat,english,distress_v3_negatives
Bilkul neend nahi aati.,0,sadness_without_threat,hinglish,distress_v3_negatives
Police ko bataya toh tumhe problem hogi.,1,direct_threat,hinglish,synthetic_v6
Unhone bola complaint wapas le lo warna dekh lena.,1,indirect_threat,hinglish,synthetic_v6
"Zyadatar theek hoon, par kuch din mushkil hote hain.",0,sadness_without_threat,hinglish,distress_v3_negatives
Manage kar raha hoon par kabhi kabhi stress zyada ho jaata hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
Main kaafi upset feel kar raha hoon.,0,sadness_without_threat,hinglish,synthetic
I feel overwhelmed by the court procedure.,0,legal_stress_without_threat,english,synthetic
The word threat came up in the discussion and it made me uncomfortable.,0,hard_negative,english,synthetic
I feel like I'm breaking down and nothing helps.,0,sadness_without_threat,english,distress_v3_negatives
Agar safe rehna hai toh complaint withdraw kar do.,1,case_withdrawal_coercion,hinglish,synthetic
Case ke phone se pehle ghabrahat hoti hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
Matter ko aur aage mat le jao.,1,case_withdrawal_coercion,hinglish,synthetic
He said I should never mention the incident again.,1,forced_silence,english,synthetic
My heart races every time I hear a vehicle outside.,0,sadness_without_threat,english,distress_v3_negatives
I feel like giving up.,0,sadness_without_threat,english,distress_v3_negatives
They warned me against discussing the complaint.,1,forced_silence,english,synthetic
I haven't slept in three nights because of the fear.,0,sadness_without_threat,english,distress_v3_negatives
I do not know what I am supposed to do next.,0,sadness_without_threat,english,synthetic
My sleep is disturbed a couple of nights a week.,0,sadness_without_threat,english,distress_v3_negatives
Complaint continue karne par mujhe nuksan ho sakta hai.,1,direct_threat,hinglish,synthetic
"Since the notice came, I'm a bit anxious, but my routine is mostly okay.",0,sadness_without_threat,english,distress_v3_negatives
I am having trouble understanding the paperwork.,0,legal_stress_without_threat,english,synthetic
Unhone bola chup raho warna problem ho sakti hai.,1,indirect_threat,hinglish,synthetic_v6
"Unhone bola zyada bolna mat, warna situation kharab ho sakti hai.",1,indirect_threat,hinglish,synthetic_v6
"Koi meri madad nahi kar sakta, main bilkul akela hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
Mujhe apni statement ko lekar concern hai.,0,legal_stress_without_threat,hinglish,synthetic
My friend advised me to avoid the case.,0,benign_advice,english,synthetic_v6
I'm somewhat stressed but I'm still able to manage my routine.,0,sadness_without_threat,english,distress_v3_negatives
Sab kuch emotionally difficult lag raha hai.,0,sadness_without_threat,hinglish,synthetic
They warned me that my relatives could face consequences.,1,third_party_threat,english,synthetic
This situation has been emotionally exhausting.,0,sadness_without_threat,english,synthetic
Situation ki wajah se emotionally drained hoon.,0,sadness_without_threat,hinglish,synthetic
Case ko lekar chup rehna.,1,forced_silence,hinglish,synthetic
They made it clear that I should not appear as a witness.,1,witness_intimidation,english,synthetic
"I'm more stressed than last month, but I'm still functioning.",0,sadness_without_threat,english,distress_v3_negatives
They told me to stop the complaint or they would hurt me.,1,direct_threat,english,synthetic_v6
Witness mat banna warna problem hogi.,1,witness_intimidation,hinglish,synthetic
"Before the hearing, I feel nervous, but I'm coping.",0,sadness_without_threat,english,distress_v3_negatives
It feels like I have no idea what to do next.,0,sadness_without_threat,english,synthetic
Unhone clear bola ki police ke paas nahi jaana hai.,1,indirect_threat,hinglish,synthetic_v6
I have received no threats about the case.,0,negation,english,synthetic_v6
Sab kuch bahut stressful lag raha hai.,0,sadness_without_threat,hinglish,synthetic
"Kisi ne mujhe threaten nahi kiya, bas mujhe future ko lekar concern hai.",0,hard_negative,hinglish,synthetic
They pressured me into keeping silent.,1,forced_silence,english,synthetic
Itna darr hai ki bachon ko school bhejna band kar diya.,0,sadness_without_threat,hinglish,distress_v3_negatives
Police ko bataya toh dekh lena.,1,direct_threat,hinglish,synthetic_v6
"The fear is unbearable, I can't breathe properly.",0,sadness_without_threat,english,distress_v3_negatives
Mujhe safety ko lekar concern hai.,0,fear_without_threat,hinglish,synthetic_v6
Hearing ke liye prepare karna stressful lag raha hai.,0,legal_stress_without_threat,hinglish,synthetic
Main bahut helpless feel kar raha hoon.,0,sadness_without_threat,hinglish,synthetic
No one has pressured me to change my statement.,0,negation,english,synthetic_v6
Har waqt darr lagta hai aur kuch kaam nahi aa raha.,0,sadness_without_threat,hinglish,distress_v3_negatives
I am frustrated with the lack of response.,0,anger_without_threat,english,synthetic
I'm afraid something terrible is going to happen to my family.,0,sadness_without_threat,english,distress_v3_negatives
Authorities se baat ki toh job lose kar doge.,1,financial_coercion,hinglish,synthetic
Nobody has warned me that I would be harmed.,0,negation,english,synthetic_v6
"Because of the delay, I've been feeling low, though I can get through the day.",0,sadness_without_threat,english,distress_v3_negatives
I feel like giving up and nothing helps.,0,sadness_without_threat,english,distress_v3_negatives
I feel helpless about what is happening.,0,sadness_without_threat,english,synthetic
I am concerned about my safety even though nobody has intimidated me.,0,hard_negative,english,synthetic
They advised me not to get involved in the matter.,0,benign_advice,english,synthetic_v6
"Is mahine, focus karna mushkil hai, phir bhi din nikal jaata hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
They warned me that continuing the case could affect my livelihood.,1,financial_coercion,english,synthetic
He said I would regret speaking to the authorities.,1,direct_threat,english,synthetic_v6
I have not received any threats about testifying.,0,negation,english,synthetic_v6
He said my family would suffer if I continued the case.,1,direct_threat,english,synthetic_v6
Raat ko incident baar baar yaad aata hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
They made it clear that I should not speak in court.,1,indirect_threat,english,synthetic_v6
Mujhe case ke wajah se koi dhamki nahi mili.,0,negation,hinglish,synthetic_v6
Complaint ka response nahi milne se frustration hai.,0,anger_without_threat,hinglish,synthetic
Mujhe normal cheezon par concentrate karna difficult lag raha hai.,0,sadness_without_threat,hinglish,synthetic
"Hearing se pehle, mood low rehta hai, phir bhi din nikal jaata hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
I am afraid of being threatened even though nothing has happened.,0,hard_negative,english,synthetic
"I'm okay most of the time, but some days are hard.",0,sadness_without_threat,english,distress_v3_negatives
Case ko aage mat badhao warna problem hogi.,1,direct_threat,hinglish,synthetic
He told me that speaking up could cost me my job.,1,financial_coercion,english,synthetic
Family ko involve mat karo warna problem hogi.,1,direct_threat,hinglish,synthetic_v6
He told me to stop speaking about what I had seen.,1,forced_silence,english,synthetic
They told me that testifying would be a bad idea.,1,witness_intimidation,english,synthetic
"Bed se uthne ki bhi himmat nahi hoti, itna bojh hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Lagta hai zindagi bikhar rahi hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
Main emotionally exhausted ho gaya hoon.,0,sadness_without_threat,hinglish,synthetic
They said my source of income could disappear.,1,financial_coercion,english,synthetic
I feel completely hopeless and I can't take care of my children.,0,sadness_without_threat,english,distress_v3_negatives
Complaint ki toh tumhari job chali jayegi.,1,direct_threat,hinglish,synthetic_v6
I do not understand the legal process.,0,legal_stress_without_threat,english,synthetic
"Likhte likhte haath kaanp rahe hain, itna darr hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Rona band nahi hota aur samajh nahi aata kya karun.,0,sadness_without_threat,hinglish,distress_v3_negatives
I've been skipping meals because I'm preoccupied with the case.,0,sadness_without_threat,english,distress_v3_negatives
I'm so overwhelmed I can't even get out of bed.,0,sadness_without_threat,english,distress_v3_negatives
"I don't feel safe anywhere, not even at home.",0,sadness_without_threat,english,distress_v3_negatives
They warned me before I was supposed to give my statement.,1,witness_intimidation,english,synthetic
I've started avoiding conversations about the case because they stress me out.,0,sadness_without_threat,english,distress_v3_negatives
I am worried about what comes next.,0,fear_without_threat,english,synthetic
"Kahin bhi safe nahi lagta, ghar mein bhi nahi.",0,sadness_without_threat,hinglish,distress_v3_negatives
Samajh nahi aa raha kis se help loon.,0,sadness_without_threat,hinglish,synthetic
"Since the notice came, I feel uneasy, but I'm still going to work.",0,sadness_without_threat,english,distress_v3_negatives
I am scared because the process is unfamiliar to me.,0,fear_without_threat,english,synthetic
Gawahi di toh tumhare liye accha nahi hoga.,1,direct_threat,hinglish,synthetic_v6
Koi meri baat nahi sun raha isliye frustrated hoon.,0,anger_without_threat,hinglish,synthetic
He warned me that my family would pay for my decision.,1,third_party_threat,english,synthetic
"Wait karte karte thak gaya hoon, anxiety hoti hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Someone told me the complaint should end here.,1,case_withdrawal_coercion,english,synthetic
"I'm shaking as I write this, I'm so afraid.",0,sadness_without_threat,english,distress_v3_negatives
Complaint wapas lo warna dekh lena.,1,direct_threat,english,synthetic_v6
Unhone bola police ke paas gaya toh dekh lenge.,1,direct_threat,hinglish,synthetic_v6
"Raat bhar neend nahi aati, kaanpta rehta hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
Case ki wajah se mentally frustrated hoon.,0,anger_without_threat,hinglish,synthetic
I am afraid of what will happen in court.,0,fear_without_threat,english,synthetic
I can't stop shaking and I can't face anyone.,0,sadness_without_threat,english,distress_v3_negatives
He warned me to think about my parents before making a complaint.,1,third_party_threat,english,synthetic
The case makes me fear for my safety.,0,fear_without_threat,english,synthetic_v6
"I know another family was intimidated, but nobody threatened me.",0,third_party_statement,english,synthetic_v6
Witness ke taur par case mein involve mat hona.,1,witness_intimidation,hinglish,synthetic
"Before the hearing, I feel uneasy, but I'm still going to work.",0,sadness_without_threat,english,distress_v3_negatives
It has become difficult for me to focus on college.,0,sadness_without_threat,english,synthetic
They made it clear that I would be in trouble if I continued.,1,direct_threat,english,synthetic
I'm so scared I've stopped sending my children to school.,0,sadness_without_threat,english,distress_v3_negatives
Darr hai ki gawahi dete waqt details bhool jaunga.,0,sadness_without_threat,hinglish,distress_v3_negatives
"Is mahine, neend thodi kam ho gayi hai, phir bhi din nikal jaata hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
I have continued the case without receiving any threats.,0,negation,english,synthetic_v6
I keep having nightmares about the incident every night.,0,sadness_without_threat,english,distress_v3_negatives
I keep thinking something awful will happen at the hearing.,0,sadness_without_threat,english,distress_v3_negatives
They told me not to make the complaint any bigger.,1,direct_threat,english,synthetic
"I can't work, I can't think, I can't do anything.",0,sadness_without_threat,english,distress_v3_negatives
I feel like giving up and I feel I can't go on.,0,sadness_without_threat,english,distress_v3_negatives
Sab hopeless lagta hai aur kuch kaam nahi aa raha.,0,sadness_without_threat,hinglish,distress_v3_negatives
Unhone kaha matter ko yahin khatam karo.,1,indirect_threat,hinglish,synthetic_v6
Panic attack jaise hote hain.,0,sadness_without_threat,hinglish,distress_v3_negatives
Mujhe darr hai ki mere family ko kuch ho sakta hai.,0,hard_negative,hinglish,synthetic
"Before the hearing, I've been feeling low, but my routine is mostly okay.",0,sadness_without_threat,english,distress_v3_negatives
I feel on edge before every phone call about the case.,0,sadness_without_threat,english,distress_v3_negatives
Shaam ko bechaini si rehti hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
The whole situation has been difficult for me.,0,sadness_without_threat,english,synthetic
He pressured me to stay quiet to protect my job.,1,financial_coercion,english,synthetic
Bilkul neend nahi aati aur kuch kaam nahi aa raha.,0,sadness_without_threat,hinglish,distress_v3_negatives
Court mein kya hoga samajh nahi aa raha.,0,legal_stress_without_threat,hinglish,synthetic
Court mein kuch bola toh consequences honge.,1,direct_threat,hinglish,synthetic_v6
Case ki wajah se main bahut nervous hoon.,0,fear_without_threat,hinglish,synthetic_v6
Mere against kisi ne threat nahi diya.,0,negation,hinglish,synthetic_v6
Complaint wapas le lo warna problem hogi.,1,direct_threat,hinglish,synthetic_v6
They asked me to stop talking about the case.,1,forced_silence,english,synthetic
Apni complaint wapas le lo warna problem hogi.,1,case_withdrawal_coercion,hinglish,synthetic
"Date paas aa rahi hai toh, neend thodi kam ho gayi hai, par routine theek hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Legal case ka experience nahi hai isliye tension ho rahi hai.,0,legal_stress_without_threat,hinglish,synthetic
"This month, I've been sleeping a little less, but my routine is mostly okay.",0,sadness_without_threat,english,distress_v3_negatives
I'm having panic attacks almost every day.,0,sadness_without_threat,english,distress_v3_negatives
Case ko lekar bahut anxiety ho rahi hai.,0,fear_without_threat,hinglish,synthetic
"Because of the delay, I feel uneasy.",0,sadness_without_threat,english,distress_v3_negatives
They warned me that there would be consequences if I testified.,1,indirect_threat,english,synthetic_v6
Retaliation ka sochkar mujhe anxiety hoti hai.,0,fear_without_threat,hinglish,synthetic_v6
He said I should take back what I had reported.,1,case_withdrawal_coercion,english,synthetic
I am worried that someone may become angry with me.,0,fear_without_threat,english,synthetic_v6
I'm not sleeping as well as I used to.,0,sadness_without_threat,english,distress_v3_negatives
"After the last court visit, I feel tense, but I'm still going to work.",0,sadness_without_threat,english,distress_v3_negatives
"Delay ki wajah se, nervous lag raha hai, phir bhi din nikal jaata hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
I've been feeling low since the last hearing was postponed.,0,sadness_without_threat,english,distress_v3_negatives
Case continue kiya toh mere parents ko dekh lenge.,1,third_party_threat,hinglish,synthetic
Mere against statement diya toh accha nahi hoga.,1,direct_threat,hinglish,synthetic_v6
Case mein cooperate kiya toh salary band ho jayegi.,1,financial_coercion,hinglish,synthetic
They made it clear that my family could become involved.,1,third_party_threat,english,synthetic
Some nights I lie awake thinking about what will happen.,0,sadness_without_threat,english,distress_v3_negatives
Every day is worse than the last and I'm breaking down.,0,sadness_without_threat,english,distress_v3_negatives
"Since the notice came, I'm a bit anxious, but I'm coping.",0,sadness_without_threat,english,distress_v3_negatives
I feel down whenever I think about what happened.,0,sadness_without_threat,english,synthetic
I do not know where to turn for help.,0,sadness_without_threat,english,synthetic
Someone told me it might be better to stay out of the matter.,0,benign_advice,english,synthetic_v6
Sab hopeless lagta hai aur bachon ka dhyan nahi rakh pa raha.,0,sadness_without_threat,hinglish,distress_v3_negatives
I can't stop crying and I don't know what to do.,0,sadness_without_threat,english,distress_v3_negatives
"I can't face the hearing, I feel like collapsing.",0,sadness_without_threat,english,distress_v3_negatives
Do not go to the police if you know what is good for you.,1,direct_threat,english,synthetic_v6
Mujhe bahut lonely feel ho raha hai.,0,sadness_without_threat,hinglish,synthetic
Mera mood bahut low chal raha hai.,0,sadness_without_threat,hinglish,synthetic
I keep worrying about the situation.,0,fear_without_threat,english,synthetic
Nobody contacted me to threaten me.,0,negation,english,synthetic_v6
"Some days I feel like giving up on the case, but then I carry on.",0,sadness_without_threat,english,distress_v3_negatives
I feel like I'm breaking down and I can't take care of my children.,0,sadness_without_threat,english,distress_v3_negatives
No one has made a threat against my family.,0,negation,english,synthetic_v6
"Last court visit ke baad, bechaini rehti hai, phir bhi din nikal jaata hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
The newspaper reported threats against other witnesses.,0,third_party_statement,english,synthetic_v6
I worry that I'll forget details when I testify.,0,sadness_without_threat,english,distress_v3_negatives
I do not know how to get through this.,0,sadness_without_threat,english,synthetic
I am worried that someone might threaten me in the future.,0,hard_negative,english,synthetic
Court mein bola toh consequences honge.,1,direct_threat,hinglish,synthetic_v6
Evidence diya toh consequences honge.,1,witness_intimidation,hinglish,synthetic
Incident ke baad se main unsettled feel kar raha hoon.,0,sadness_without_threat,hinglish,synthetic
Police ke paas gaye toh dekh lenge.,1,direct_threat,hinglish,synthetic_v6
Court mein sach mat bolna.,1,direct_threat,hinglish,synthetic_v6
Court mein iske baare mein kuch mat bolna.,1,forced_silence,hinglish,synthetic
Puri situation handle karna mushkil lag raha hai.,0,sadness_without_threat,hinglish,synthetic
"Since the notice came, I feel nervous, but my routine is mostly okay.",0,sadness_without_threat,english,distress_v3_negatives
Withdraw the complaint or you will regret it.,1,direct_threat,english,synthetic_v6
He told me that continuing the complaint would create trouble for my parents.,1,third_party_threat,english,synthetic
"Khud ko bekaar samajhta hoon, kisi se milna nahi chahta.",0,sadness_without_threat,hinglish,distress_v3_negatives
I feel completely hopeless and nothing helps.,0,sadness_without_threat,english,distress_v3_negatives
"Notice aane ke baad se, nervous lag raha hai, par manage ho raha hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
They warned me not to pursue the case any further.,1,case_withdrawal_coercion,english,synthetic
"I'm doing my work, but I feel distracted and tense.",0,sadness_without_threat,english,distress_v3_negatives
"Last court visit ke baad, bechaini rehti hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Everything feels dark and I don't see a way out.,0,sadness_without_threat,english,distress_v3_negatives
I feel like I'm losing my mind.,0,sadness_without_threat,english,distress_v3_negatives
I feel like I'm breaking down and I feel I can't go on.,0,sadness_without_threat,english,distress_v3_negatives
"Bilkul thak gaya hoon, ab kuch sambhal nahi raha.",0,sadness_without_threat,hinglish,distress_v3_negatives
I am frustrated that nothing seems to be changing.,0,anger_without_threat,english,synthetic
"Since the notice came, I've been feeling low.",0,sadness_without_threat,english,distress_v3_negatives
"Nobody threatened me at first, but later they warned me to withdraw the case.",1,direct_threat,english,synthetic_v6
Complaint ki toh job chali jayegi.,1,financial_coercion,hinglish,synthetic
"I haven't eaten properly in days, I can't stop crying.",0,sadness_without_threat,english,distress_v3_negatives
Kisi ne mujhe dhamki nahi di.,0,negation,hinglish,synthetic_v6
He reminded me that he knew where my family lived.,1,third_party_threat,english,synthetic
He made it clear that continuing would cause problems for me.,1,indirect_threat,english,synthetic_v6
I am scared about what might happen next.,0,fear_without_threat,english,synthetic
"Na kaam ho raha hai, na kuch sochne ki himmat.",0,sadness_without_threat,hinglish,distress_v3_negatives
"Since the notice came, I feel uneasy, but my routine is mostly okay.",0,sadness_without_threat,english,distress_v3_negatives
Mujhe bahut akela feel ho raha hai.,0,sadness_without_threat,hinglish,synthetic
Mujhe future ko lekar bahut tension hai.,0,fear_without_threat,hinglish,synthetic
"Is mahine, bechaini rehti hai, par manage ho raha hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
They told me not to appear in court.,1,witness_intimidation,english,synthetic
"Because of the delay, I feel tense, though I can get through the day.",0,sadness_without_threat,english,distress_v3_negatives
I have not been threatened by anyone.,0,negation,english,synthetic_v6
"I can't stop the panic, it comes over me without warning.",0,sadness_without_threat,english,distress_v3_negatives
Kisi ne mujhe chup rehne ke liye force nahi kiya.,0,negation,hinglish,synthetic_v6
No one has asked me to drop the case.,0,negation,english,synthetic_v6
"After the last court visit, I've been feeling low, but I'm coping.",0,sadness_without_threat,english,distress_v3_negatives
I've been vomiting from anxiety before every court date.,0,sadness_without_threat,english,distress_v3_negatives
I am frightened by the possibility that things could get worse.,0,hard_negative,english,synthetic
Court mein testify karne ki zarurat nahi hai.,1,witness_intimidation,hinglish,synthetic
I feel mentally tired whenever I think about everything.,0,sadness_without_threat,english,synthetic
Mujhe complaint handle karne ka tareeka pasand nahi aaya.,0,anger_without_threat,hinglish,synthetic
I'm a little anxious about giving my statement next week.,0,sadness_without_threat,english,distress_v3_negatives
Ummeed bilkul khatam ho gayi hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
Aage ka koi clear way nahi dikh raha.,0,sadness_without_threat,hinglish,synthetic
Do not take this matter to court.,1,direct_threat,hinglish,synthetic_v6
Someone advised me to speak with a lawyer first.,0,ambiguous,english,synthetic_v6
"Date paas aa rahi hai toh, chinta ho rahi hai, par sambhal raha hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
The delay is frustrating and it's starting to bother me.,0,sadness_without_threat,english,distress_v3_negatives
I've lost all hope that things will ever get better.,0,sadness_without_threat,english,distress_v3_negatives
"I've stopped eating, I feel sick all the time.",0,sadness_without_threat,english,distress_v3_negatives
I'm terrified all the time and I feel I can't go on.,0,sadness_without_threat,english,distress_v3_negatives
Darr itna hai ki saans theek se nahi aati.,0,sadness_without_threat,hinglish,distress_v3_negatives
I haven't been myself lately because of this case.,0,sadness_without_threat,english,distress_v3_negatives
Rona band nahi hota.,0,sadness_without_threat,hinglish,distress_v3_negatives
"I'm handling it, but I feel drained after each court visit.",0,sadness_without_threat,english,distress_v3_negatives
I don't feel safe anywhere and I can't go to work.,0,sadness_without_threat,english,distress_v3_negatives
The case has been affecting my ability to concentrate.,0,sadness_without_threat,english,synthetic
Kisi ne complaint wapas lene ko nahi bola.,0,negation,hinglish,synthetic_v6
The hearing process is confusing.,0,legal_stress_without_threat,english,synthetic
Sochta hoon ki mere bina ghar walon ko behtar hoga.,0,sadness_without_threat,hinglish,distress_v3_negatives
They told me not to tell anyone what happened.,1,forced_silence,english,synthetic
